Open,Current Price,From Open,Time,Date
11.87,11.57,-0.29999999999999893,230043,20200419
11.87,11.57,-0.29999999999999893,230046,20200419
11.87,11.57,-0.29999999999999893,230048,20200419
11.87,11.57,-0.29999999999999893,230050,20200419
11.87,11.57,-0.29999999999999893,230052,20200419
11.87,11.57,-0.29999999999999893,230055,20200419
11.87,11.57,-0.29999999999999893,230057,20200419
11.87,11.57,-0.29999999999999893,230059,20200419
11.87,11.57,-0.29999999999999893,230102,20200419
11.87,11.57,-0.29999999999999893,230104,20200419
11.87,11.57,-0.29999999999999893,230106,20200419
11.87,11.57,-0.29999999999999893,230109,20200419
11.87,11.57,-0.29999999999999893,230111,20200419
11.87,11.57,-0.29999999999999893,230113,20200419
11.87,11.57,-0.29999999999999893,230117,20200419
11.87,11.57,-0.29999999999999893,230119,20200419
11.87,11.57,-0.29999999999999893,230122,20200419
11.87,11.57,-0.29999999999999893,230124,20200419
11.87,11.57,-0.29999999999999893,230127,20200419
11.87,11.57,-0.29999999999999893,230129,20200419
11.87,11.57,-0.29999999999999893,230131,20200419
11.87,11.57,-0.29999999999999893,230134,20200419
11.87,11.57,-0.29999999999999893,230136,20200419
11.87,11.57,-0.29999999999999893,230138,20200419
11.87,11.57,-0.29999999999999893,230141,20200419
11.87,11.57,-0.29999999999999893,230143,20200419
11.87,11.57,-0.29999999999999893,230145,20200419
11.87,11.57,-0.29999999999999893,230147,20200419
11.87,11.57,-0.29999999999999893,230150,20200419
11.87,11.57,-0.29999999999999893,230152,20200419
11.87,11.57,-0.29999999999999893,230154,20200419
11.87,11.57,-0.29999999999999893,230156,20200419
11.87,11.57,-0.29999999999999893,230159,20200419
11.87,11.57,-0.29999999999999893,230201,20200419
11.87,11.57,-0.29999999999999893,230203,20200419
11.87,11.57,-0.29999999999999893,230205,20200419
11.87,11.57,-0.29999999999999893,230208,20200419
11.87,11.57,-0.29999999999999893,230210,20200419
11.87,11.57,-0.29999999999999893,230212,20200419
11.87,11.57,-0.29999999999999893,230216,20200419
11.87,11.57,-0.29999999999999893,230218,20200419
11.87,11.57,-0.29999999999999893,230220,20200419
11.87,11.57,-0.29999999999999893,230223,20200419
11.87,11.57,-0.29999999999999893,230225,20200419
11.87,11.57,-0.29999999999999893,230227,20200419
11.87,11.57,-0.29999999999999893,230230,20200419
11.87,11.57,-0.29999999999999893,230232,20200419
11.87,11.57,-0.29999999999999893,230234,20200419
11.87,11.57,-0.29999999999999893,230236,20200419
11.87,11.57,-0.29999999999999893,230239,20200419
11.87,11.57,-0.29999999999999893,230241,20200419
