Open,Current Price,From Open,Time,Date
11.06,10.8,0.2599999999999998,170721,20200421
11.06,10.8,0.2599999999999998,170723,20200421
11.06,10.8,0.2599999999999998,170726,20200421
11.06,10.8,0.2599999999999998,170728,20200421
11.06,10.8,0.2599999999999998,170730,20200421
11.06,10.8,0.2599999999999998,170733,20200421
11.06,10.8,0.2599999999999998,170735,20200421
11.06,10.8,0.2599999999999998,170737,20200421
11.06,10.8,0.2599999999999998,170739,20200421
11.06,10.8,0.2599999999999998,170742,20200421
11.06,10.8,0.2599999999999998,170744,20200421
11.06,10.8,0.2599999999999998,170747,20200421
11.06,10.8,0.2599999999999998,170749,20200421
11.06,10.8,0.2599999999999998,170751,20200421
11.06,10.8,0.2599999999999998,170753,20200421
11.06,10.8,0.2599999999999998,170756,20200421
11.06,10.8,0.2599999999999998,170758,20200421
11.06,10.8,0.2599999999999998,170800,20200421
11.06,10.8,0.2599999999999998,170803,20200421
11.06,10.8,0.2599999999999998,170805,20200421
11.06,10.8,0.2599999999999998,170807,20200421
11.06,10.8,0.2599999999999998,170809,20200421
11.06,10.8,0.2599999999999998,170812,20200421
11.06,10.8,0.2599999999999998,170814,20200421
11.06,10.8,0.2599999999999998,170817,20200421
11.06,10.8,0.2599999999999998,170819,20200421
