Open,Current Price,From Open,Time,Date
882.96,881.31,1.650000000000091,110200,20200604
882.96,881.31,1.650000000000091,110203,20200604
882.96,881.31,1.650000000000091,110205,20200604
882.96,881.31,1.650000000000091,110207,20200604
882.96,881.31,1.650000000000091,110209,20200604
882.96,881.31,1.650000000000091,110212,20200604
882.96,881.31,1.650000000000091,110214,20200604
882.96,881.31,1.650000000000091,110217,20200604
882.96,881.31,1.650000000000091,110219,20200604
882.96,881.31,1.650000000000091,110223,20200604
882.96,881.31,1.650000000000091,110225,20200604
882.96,881.31,1.650000000000091,110227,20200604
882.96,881.31,1.650000000000091,110230,20200604
882.96,881.31,1.650000000000091,110232,20200604
882.96,881.31,1.650000000000091,110234,20200604
882.96,881.31,1.650000000000091,110237,20200604
882.96,881.31,1.650000000000091,110239,20200604
882.96,881.31,1.650000000000091,110242,20200604
882.96,881.31,1.650000000000091,110244,20200604
882.96,881.31,1.650000000000091,110246,20200604
882.96,881.31,1.650000000000091,110249,20200604
882.96,881.31,1.650000000000091,110251,20200604
882.96,881.31,1.650000000000091,110254,20200604
882.96,881.31,1.650000000000091,110256,20200604
882.96,881.31,1.650000000000091,110258,20200604
882.96,881.31,1.650000000000091,110301,20200604
882.96,881.31,1.650000000000091,110303,20200604
882.96,881.31,1.650000000000091,110306,20200604
882.96,881.31,1.650000000000091,110309,20200604
882.96,881.31,1.650000000000091,110311,20200604
882.96,881.31,1.650000000000091,110313,20200604
882.96,881.31,1.650000000000091,110316,20200604
882.96,881.5,1.4600000000000364,110318,20200604
882.96,881.5,1.4600000000000364,110320,20200604
882.96,881.5,1.4600000000000364,110323,20200604
882.96,881.5,1.4600000000000364,110325,20200604
882.96,881.88,1.080000000000041,110327,20200604
882.96,881.88,1.080000000000041,110330,20200604
882.96,881.88,1.080000000000041,110332,20200604
882.96,881.88,1.080000000000041,110334,20200604
882.96,881.88,1.080000000000041,110337,20200604
882.96,881.88,1.080000000000041,110339,20200604
882.96,881.88,1.080000000000041,110341,20200604
882.96,881.88,1.080000000000041,110343,20200604
882.96,881.88,1.080000000000041,110346,20200604
882.96,881.88,1.080000000000041,110348,20200604
882.96,881.88,1.080000000000041,110350,20200604
882.96,881.88,1.080000000000041,110353,20200604
882.96,881.88,1.080000000000041,110355,20200604
882.96,881.88,1.080000000000041,110357,20200604
882.96,881.88,1.080000000000041,110359,20200604
882.96,881.88,1.080000000000041,110402,20200604
882.96,881.88,1.080000000000041,110404,20200604
