Open,Current Price,From Open,Time,Date
29.26,29.595,-0.3349999999999973,235110,20200521
29.26,29.595,-0.3349999999999973,235112,20200521
29.26,29.595,-0.3349999999999973,235115,20200521
29.26,29.595,-0.3349999999999973,235117,20200521
29.26,29.595,-0.3349999999999973,235120,20200521
29.26,29.595,-0.3349999999999973,235122,20200521
29.26,29.595,-0.3349999999999973,235124,20200521
29.26,29.595,-0.3349999999999973,235126,20200521
29.26,29.595,-0.3349999999999973,235129,20200521
29.26,29.595,-0.3349999999999973,235131,20200521
